tweets,likes,time,source,retweets,tweet_length,zitat
"🆚 Der Gegner: @VfLBochum1848eV
🧮 Tabellenplatz: 11
📈 Formkurve: N S N 
👤 Trainer: Thomas Reis
🔢 System: 4-1-4-1
🔎 Im Fokus: Sebastian Polter",74,2022-03-16 15:25:00+00:00,Twitter for Advertisers,4,140,1
📲 #WallpaperWednesday vom Geburtstagskind 🥳 https://t.co/PgQX0bXMRf,175,2022-03-16 14:38:18+00:00,Twitter Web App,4,67,0
"Ruhe in Frieden, Egidius Braun. 🕯

Unser besonderes Mitgefühl gilt der Familie und den Angehörigen. https://t.co/heka5k0RCz",144,2022-03-16 12:32:01+00:00,Twitter Web App,1,123,0
"Es gibt keine weiteren Fragen. Die Pressekonferenz vor #BOCBMG ist damit beendet. Ansehen könnt ihr euch diese in voller Länge hier 👇
https://t.co/SSiDEpkU3I",21,2022-03-16 12:16:52+00:00,Twitter Web App,2,157,0
Peintinger: Jonas Hofmann dreht schon wieder auf dem Platz seine Runden. Allerdings arbeitet er noch nicht wieder mit dem Ball. Bei ihm brauchen wir noch etwas Geduld. #BOCBMG,31,2022-03-16 12:15:14+00:00,Twitter Web App,2,175,1
"Peintinger: Mich freut, dass @stindl28 gegen die Hertha sein Comeback feiern konnte. Auch im Training ist er wieder voll dabei. Ein Startelf-Einsatz in Bochum käme für ihn aber noch zu früh, dafür war er zu lange raus. #BOCBMG",23,2022-03-16 12:14:20+00:00,Twitter Web App,0,226,1
"Virkus: In Bezug auf Manu Koné hat unsere Scouting-Abteilung hervorragende Arbeit geleistet. Er nimmt bereits jetzt eine wichtige Rolle ein. Ich glaube aber, dass er auch noch Entwicklungspotenzial hat. #BOCBMG",20,2022-03-16 12:13:08+00:00,Twitter Web App,1,210,1
"Virkus: Wir müssen sehen, dass wir schnellstens viele Punkte zwischen uns und den Relegationsplatz bringen. Jedes Spiel ist daher sehr wichtig, jeder Punkt ist unheimlich wichtig. #BOCBMG",12,2022-03-16 12:12:04+00:00,Twitter Web App,1,187,1
"Peintinger: Ich werde das Hinspiel gegen Bochum nicht als Maßstab nehmen, da es schon lange zurück liegt. Vielmehr konzentrieren wir uns auf die aktuelle Situation und orientieren uns an der jüngsten Leistung gegen Hertha BSC. #BOCBMG",13,2022-03-16 12:10:52+00:00,Twitter Web App,0,234,1
"Peintinger: Ich erwarte, dass wir in Bochum so auftreten wie in der ersten Halbzeit gegen die Hertha. Wir wollen spielerisch überzeugen - und das über 90 Minuten. #BOCBMG",14,2022-03-16 12:09:47+00:00,Twitter Web App,0,170,1
"Peintinger: Als Spieler tut man sich leichter, wenn man das Vertrauen des Trainers spürt. Grundsätzlich bin ich ein Freund von ""Never change a winning team"". Nun fällt aber Nico Elvedi aus, insofern sind wir ohnehin gezwungen im Vergleich zum Hertha-Spiel umzustellen.  #BOCBMG",15,2022-03-16 12:08:58+00:00,Twitter Web App,0,277,1
"Peintinger: Wir arbeiten daran, dass wir uns Stück für Stück immer weiter verbessern. Gegen Hertha war es ein Schritt in die richtige Richtung. Da müssen wir nun in Bochum weitermachen. #BOCBMG",16,2022-03-16 12:06:44+00:00,Twitter Web App,0,193,1
"Peintinger: Solange Adi Hütter es möchte, werde ich als Co-Trainer an seiner Seite stehen. Ich habe ihm meine Treue ausgesprochen. Einen anderen Trainerjob strebe ich nicht an. #BOCBMG",14,2022-03-16 12:05:25+00:00,Twitter Web App,0,184,1
Virkus: Ich erlebe Christian Peintinger als äußerst fokussiert. Das war vor dem Heimspiel gegen die Hertha so und ist nun auch vor dem Duell in Bochum der Fall. #BOCBMG,15,2022-03-16 12:04:37+00:00,Twitter Web App,0,168,1
"Peintinger: Dass Tony Jantschke das Training gestern vorzeitig beendet hat, war eine reine Vorsichtsmaßnahme. Es besteht bei ihm keine Gefahr, dass er für Freitag ausfallen könnte. #BOCBMG",16,2022-03-16 12:03:40+00:00,Twitter Web App,0,188,1
Peintinger: Bei Nico Elvedi ist der PCR-Test ebenfalls positiv. Er wird uns demnach am Freitag in Bochum leider nicht zur Verfügung stehen. #BOCBMG,16,2022-03-16 12:02:50+00:00,Twitter Web App,1,147,1
Adi Hütter wird auch am Freitag beim Auswärtsspiel beim @VfLBochum1848eV noch nicht wieder zur Verfügung stehen. #BOCBMG,12,2022-03-16 12:02:00+00:00,Twitter Web App,1,120,0
"🎙 Die Spieltags-PK vor dem Auswärtsspiel beim @VfLBochum1848eV mit Sportdirektor Roland Virkus und Co-Trainer Christian Peintinger. Los geht's um 13:00 Uhr. #BOCBMG
📺 Livestream: https://t.co/SSiDEpkU3I
👇 Die wichtigsten Aussagen im Ticker https://t.co/Wue5EDfeT9",88,2022-03-16 11:11:18+00:00,Twitter Web App,2,263,1
"Derzeit könnt ihr die Aufwärmkleidung der Profis in der #FohlenAuktion ersteigern. 

Der Erlös kommt den Menschen in der Ukraine zugute ➡ https://t.co/NKow8bwEzj https://t.co/ZfmSKzaWUL",36,2022-03-16 09:59:44+00:00,Twitter Web App,2,185,0
"DANKE 💚
Für euer Engagement, für eure Unterstützung und für den Zusammenhalt.

#BorussiaHilft #FohlenVerantwortung #StandWithUkraine #GemeinsamFürUkraine https://t.co/QPzMdyexbt",142,2022-03-16 09:45:00+00:00,Twitter Media Studio,7,177,0
"Glückwunsch zur Nominierung, Stevie! 👏💪 https://t.co/wHxJanjTZw",116,2022-03-16 08:45:00+00:00,Twitter Web App,2,63,0
"2️⃣5️⃣ Jahre Florian Neuhaus! 🥳
Happy Birthday und alles erdenklich Gute für dein neues Lebensjahr, Flo! 💚 https://t.co/Il5x87OopO",516,2022-03-16 08:00:01+00:00,Twitter Web App,17,130,0
"Heimsieg hautnah! 🤩

Exklusives 𝐁𝐞𝐡𝐢𝐧𝐝 𝐭𝐡𝐞 𝐒𝐜𝐞𝐧𝐞𝐬-Material gegen @HerthaBSC. Taucht ein 🍿⤵",115,2022-03-15 18:30:00+00:00,Twitter for Advertisers,3,90,0
"Blick nach vorn, Bochum in Sicht! ✊
🔜 #BOCBMG https://t.co/UsotPV9iJb",136,2022-03-15 17:25:00+00:00,Twitter Web App,5,69,0
😍😍😍 https://t.co/ZmDNNXTZ3r,201,2022-03-15 16:26:00+00:00,Twitter Web App,6,27,0
"Heute haben #dieFohlen die Vorbereitung auf das Freitagsspiel beim @VfLBochum1848eV aufgenommen.

Neben Trainer Adi Hütter fehlte auch Nico Elvedi. Der Verteidiger pausiert aufgrund eines positiven Corona-Schnelltests. Das PCR-Ergebnis liegt noch nicht vor.",95,2022-03-15 15:42:07+00:00,Twitter for Advertisers,2,257,0
"Ab sofort könnt ihr die Spieltagskleidung, die Borussias Profis beim Aufwärmen und Einlaufen in den vergangenen Partien trugen, in der #FohlenAuktion ersteigern. Der Erlös kommt den Menschen in der Ukraine zugute 💚
#FohlenVerantwortung #StandWithUkraine #GemeinsamFürUkraine",76,2022-03-15 15:08:06+00:00,Twitter for Advertisers,3,274,0
"🗣 Stephan Schippers: „Wir freuen uns sehr, dass wir solch eine stolze Summe spenden können und bedanken uns herzlich bei allen, die dabei mitgemacht haben. 
Das Geld werden wir gezielt an Hilfsaktionen und private Initiativen verteilen und darüber in unseren Medien berichten.“",65,2022-03-15 12:02:26+00:00,Twitter Web App,4,277,1
"#BorussiaHilft 💚

Verein und Fans spenden Betrag von rund 1️⃣5️⃣0️⃣.0️⃣0️⃣0️⃣ Euro für Menschen aus der Ukraine! 

Vielen Dank für eure Unterstützung 👏👏

#FohlenVerantwortung #StandWithUkraine #GemeinsamFürUkraine",181,2022-03-15 12:00:58+00:00,Twitter for Advertisers,7,213,0
"Die Anmeldung für einen der 20 Plätze erfolgt bis zum 17. März! 🗓 
Der Kurs findet vom 25. März bis zum 10. Juni jeden Freitag statt.

Let's go ⤵",54,2022-03-15 11:24:28+00:00,Twitter for Advertisers,1,145,0
"41 Küsschen zum Ehrentag! 😘🎉
Borussias Held der Saison 02/03 wird ein Jahr älter. Alles Gute, @MikaelForssell! 🥳 https://t.co/HPAfLa63FY",280,2022-03-15 08:00:03+00:00,Twitter Media Studio,10,136,0
"ℹ Die Geldspendensammlung an Hilfsorganisationen für Menschen aus der Ukraine läuft noch. 

Spenden können direkt auf das Konto der Borussia-Stiftung, IBAN DE11 4401 0046 0190 0134 68, Stichwort: „borussiahilft Ukraine“, überwiesen werden.",69,2022-03-14 15:46:22+00:00,Twitter Web App,5,239,1
"Bei der Sachspendensammlung am Wochenende kam eine überwältigende Menge zusammen. 

Der vollbeladene 25 Tonnen fassende LKW ist nun an der ukrainischen Grenze angekommen.

DANKE für eure Unterstützung! 💚

#FohlenVerantwortung #BorussiaHilft #StandWithUkraine #GemeinsamFürUkraine",213,2022-03-14 15:45:00+00:00,Twitter for Advertisers,11,279,0
Glückwunsch! @MatzeGinter hat es in die @kicker-Elf des 26. Spieltags geschafft. Weiter so! 👏👏 https://t.co/lywVCZyPCW,280,2022-03-14 14:10:00+00:00,Twitter Web App,3,118,0
"ℹ️ Es wird keinen freien Karten-Verkauf für das Spiel beim @VfLBochum1848eV geben. Der größte Teil des Kontingents, das Borussia erhält, geht vereinbarungsgemäß an den FPMG Supporters Club und die Inhaber der Allesfahrerkarte. ⬇️ #BOCBMG",102,2022-03-14 11:49:43+00:00,Twitter for Advertisers,2,237,0
"Neue Woche, neuer Trainingsplan 🏋️
🔜 #BOCBMG https://t.co/1ObQIelJbl",86,2022-03-14 11:07:20+00:00,Twitter Web App,2,68,0
"Uuuund rein in die neue Woche! 👊

#MondayMotivation https://t.co/FBnhQw2V2t",337,2022-03-14 09:10:55+00:00,Twitter Web App,6,75,0
"📝 Einen wichtigen Heimsieg eingefahren, ein sicherer Elfmeterschütze, das Comeback des Kapitäns &amp; eine kurze Vorbereitung auf das Auswärtsspiel beim VfL Bochum – alles Wichtige zu #BMGBSC 👇
https://t.co/TlSc4Uq310",71,2022-03-13 13:01:13+00:00,Twitter Web App,1,217,0
"Willkommen zurück, @stindl28 💪💚 https://t.co/JF2S8NB8Or",493,2022-03-13 12:00:00+00:00,Twitter Web App,11,55,0
"„Haben uns reingehauen und Herz gezeigt“ 💚

🗣️ Im Interview spricht Luca Netz über die Leistung der Fohlen gegen @HerthaBSC, seine Vorlage zum 2:0 durch @MatzeGinter &amp; den Grund für seine Auswechslung in der Schlussphase der Partie. #BMGBSC
https://t.co/zZdMG82Vtt",89,2022-03-13 11:53:44+00:00,Twitter Web App,3,268,0
Unberechenbarer Dribbelkünstler und Weltenbummler. Heute feiert @MM_MarkoMarin seinen 3️⃣3️⃣. Geburtstag. Alles Gute für dein neues Lebensjahr! 🥳🎉 https://t.co/hf701kfhfF,222,2022-03-13 09:00:00+00:00,Twitter Media Studio,9,170,0
"Guten Morgen, Borussen! 🥐☕ https://t.co/9NmpKvVJs0",687,2022-03-13 07:00:01+00:00,Twitter Web App,18,50,0
Sieger-Selfie 🤳🥳 #BMGBSC https://t.co/aorwh5OidH,386,2022-03-12 21:20:51+00:00,Twitter Web App,5,48,0
"Borussias U23 nimmt einen Punkt beim @bonner_sc mit. Nach einem Rückstand gelang durch Michael Wentzel in der Schlussphase der verdiente Ausgleich.

Mehr dazu ⤵️",46,2022-03-12 21:13:42+00:00,Twitter for Advertisers,2,161,0
"🗣 Peintinger: ""Ich habe insbesondere in der ersten Halbzeit eine kämpferische Mannschaft gesehen, die das Herz am rechten Fleck hat.""

#Bundesliga #BMGBSC",68,2022-03-12 21:02:06+00:00,Twitter for Advertisers,2,154,1
"Euer #CichonPM-Spieler des Spiels ist @alassane_plea! Glückwunsch, Lasso. 🤩 https://t.co/lrkDQ1aZ3p",267,2022-03-12 20:52:33+00:00,Twitter Web App,6,99,0
"🎙 Nico zum Heimsieg!

Alle Stimmen zu #BMGBSC",144,2022-03-12 20:44:19+00:00,Twitter for Advertisers,2,45,0
"😍🙏

#Bundesliga #BMGBSC https://t.co/1SuHVpD0aw",188,2022-03-12 20:33:58+00:00,Twitter Web App,5,47,0
"Ob im Stadion und von zuhause - Danke für eure Unterstützung! ⚫️⚪️💚

#Bundesliga #BMGBSC https://t.co/Uu9hBwihgn",394,2022-03-12 20:21:32+00:00,Twitter for iPhone,15,112,0
"Nun seid ihr wieder gefragt: Wer ist euer #CichonPM-Spieler des Spiels? 🥇
Stimmt ab in der #FohlenApp!
📲 https://t.co/Muua60Yl3f

#Bundesliga #BMGBSC https://t.co/6TA6UviAUC",53,2022-03-12 19:30:27+00:00,Twitter Web App,2,173,1
"Heimsieg! 🏟💚

#Bundesliga #BMGBSC https://t.co/SvrDehRzc2",718,2022-03-12 19:24:51+00:00,Twitter Web App,46,57,0
"90': 4️⃣ Minuten gibt's oben drauf ⏰

#Bundesliga #BMGBSC 2:0",40,2022-03-12 19:20:35+00:00,Twitter Web App,3,61,1
"88': Tikus sieht vor seiner Auswechslung noch 🟨

#Bundesliga #BMGBSC 2:0",57,2022-03-12 19:19:25+00:00,Twitter Web App,2,72,1
"88': Der Capitano ist zurück! 🥰

↩️ @MarcusThuram 
↪️ @stindl28 

#Bundesliga #BMGBSC 2:0 https://t.co/wy23LmKk5w",98,2022-03-12 19:17:55+00:00,Twitter Web App,3,113,1
"78': Luca Netz muss verletzungsbedingt vom Platz 🤕

↩️ Luca Netz
↪️ Stevie Lainer

#Bundesliga #BMGBSC 2:0 https://t.co/6zsUiGe4zO",60,2022-03-12 19:09:21+00:00,Twitter Web App,3,130,1
"77': Latte 🙏😯

#Bundesliga #BMGBSC 2:0",63,2022-03-12 19:06:26+00:00,Twitter Web App,3,38,1
"65': Erster Wechsel bei Borussia ☝️

↩️ @alassane_plea 
↪️ Chris Kramer

#Bundesliga #BMGBSC 2:0",51,2022-03-12 18:56:10+00:00,Twitter Web App,3,96,1
"🟨​ In der 56. Minute sah, der Vollständigkeit halber, Matze Ginter die gelbe Karte.

#Bundesliga #BMGBSC 2:0",41,2022-03-12 18:54:23+00:00,Twitter Web App,3,108,0
"Döp, Döp, Döp... 💚🎵",309,2022-03-12 18:50:15+00:00,Twitter Web App,12,19,0
"59': Tooooooooor @MatzeGinter ☄️

#Bundesliga #BMGBSC 2:0 https://t.co/dM2hrG4Kht",160,2022-03-12 18:48:45+00:00,Twitter Web App,4,81,1
"54': Nicht mit @YannSommer1!

#Bundesliga #BMGBSC 1:0 https://t.co/3kjrkGsJQO",76,2022-03-12 18:42:28+00:00,Twitter Web App,2,77,1
"46': Weiter geht's! 

#Bundesliga #BMGBSC 1:0 https://t.co/am4GFADZLn",70,2022-03-12 18:33:20+00:00,Twitter Web App,3,69,1
"⏸ Halbzeitführung! 👊😤

#Bundesliga #BMGBSC 1:0 https://t.co/L8wcIkCd9K",140,2022-03-12 18:20:11+00:00,Twitter Web App,6,70,0
"45': ➕ 2 Minuten ⏰

#Bundesliga #BMGBSC 1:0",46,2022-03-12 18:15:49+00:00,Twitter Web App,2,43,1
🔥🔥🔥 https://t.co/ZCtUxYECOQ,361,2022-03-12 18:08:10+00:00,Twitter Web App,11,27,0
"29': Uff der Kopfball von @alassane_plea geht knapp am Tor vorbei 😳

#Bundesliga #BMGBSC 1:0",68,2022-03-12 17:59:34+00:00,Twitter Web App,2,92,1
"🎶 Ein Schuss, ein Tor, Borussia...⚫️⚪️🟢",201,2022-03-12 17:56:25+00:00,Twitter Web App,5,39,0
"23': Lassooooooo! 💥

#Bundesliga #BMGBSC 1:0 https://t.co/DKAhdXhTvM",150,2022-03-12 17:55:38+00:00,Twitter Web App,9,68,1
"21': Tikus wird gefoult, es gibt Elfmeter für Borussia ✊

#Bundesliga #BMGBSC 0:0",162,2022-03-12 17:53:16+00:00,Twitter Web App,2,81,1
"20': Nächste gute Chance für @MarcusThuram 

#Bundesliga #BMGBSC 0:0 https://t.co/4vT2P5CdsW",47,2022-03-12 17:51:44+00:00,Twitter Web App,2,92,1
"14': Schade, drüber! @MarcusThuram 

#Bundesliga #BMGBSC 0:0",46,2022-03-12 17:44:38+00:00,Twitter Web App,2,60,1
"12': @MatzeGinter 🚧

#Bundesliga #BMGBSC 0:0",45,2022-03-12 17:42:30+00:00,Twitter Web App,2,44,1
"9': Breel, Pfosten 😱 weiter geht's!

#Bundesliga #BMGBSC 0:0",69,2022-03-12 17:39:53+00:00,Twitter Web App,2,60,1
"3': Embolo mit dem ersten Schuss auf's Tor 🥅

#Bundesliga #BMGBSC 0:0",47,2022-03-12 17:34:39+00:00,Twitter Web App,2,69,1
"1': Los geht's. Gebt alles, Fohlen! 🙏🟢

#Bundesliga #BMGBSC 0:0 https://t.co/rciMKDLOXB",56,2022-03-12 17:30:18+00:00,Twitter Web App,3,87,1
"📻 #BMGBSC gibt’s natürlich auch wieder im @Bitburger #FohlenRadio mit Kommentator @ti_ger88. Schaltet jetzt ein und habt Spaß! 🤩 #Bundesliga 
📲 https://t.co/Muua60Yl3f
💻 https://t.co/NlfevkSEWr https://t.co/FDhIA4hUvt",35,2022-03-12 17:27:41+00:00,Twitter Web App,3,217,0
"Gemeinsam! Danke, dass ihr alle mithelft! 💚#BorussiaHilft #Unzähmbar #GemeinsamFürUkraine #StandWithUkraine #StopWar https://t.co/5XjryrGjze",136,2022-03-12 17:22:10+00:00,Twitter Web App,8,140,0
"Auf geht’s! 🔥

📺 #BMGBSC live bei @SkySportDE
↪️ https://t.co/k22QmlAiZy https://t.co/gOkISlLpYB",90,2022-03-12 17:14:22+00:00,Twitter for iPhone,5,96,0
"Kann losgehen ✅

#Bundesliga #BMGBSC https://t.co/ay2v0EUnBn",79,2022-03-12 17:02:20+00:00,Twitter for iPhone,2,60,0
"Hi Jungs 👋😍

#Bundesliga #BMGBSC https://t.co/LBbWVx1Fex",98,2022-03-12 16:53:28+00:00,Twitter Web App,2,56,0
"Der ©️apitano ist, nach seiner Innenbandverletzung am Knie, zurück im Kader 😍
Willkommen zurück, @stindl28 💚

#Bundesliga #BMGBSC https://t.co/fmknw51rMc",278,2022-03-12 16:42:51+00:00,Twitter Web App,5,153,0
"So starten unsere Gäste aus Berlin ⤵️

#Bundesliga #BMGBSC https://t.co/OMjgmKiaS4",35,2022-03-12 16:36:16+00:00,Twitter Web App,1,82,0
Jonas Hofmann (Muskelfaserriss) und Mamadou Doucouré (Aufbautraining) fehlen verletzungsbedingt 🤕,49,2022-03-12 16:32:20+00:00,Twitter Web App,1,97,0
Das ist unsere #FohlenElf für #BMGBSC 🐎👇 https://t.co/oWTRxFSMtw,238,2022-03-12 16:31:42+00:00,Twitter Web App,21,64,0
Kleine Empfehlung am Rande: Unsere Artikel zum Spieltag jetzt im #FohlenShop oder 👉 https://t.co/7I4g1v0sQg https://t.co/0Ay0pEbnY5,28,2022-03-12 16:11:59+00:00,Twitter Web App,1,131,1
"Die letzten Vorbereitungen laufen! 🌱👌
🔜 #BMGBSC https://t.co/LJP5D7CpCD",88,2022-03-12 15:45:40+00:00,Twitter Web App,1,71,0
"Heimspiel 🏟 #BMGBSC
Wir freuen uns auf euch! 💚 https://t.co/Q3D0sOb3xg",169,2022-03-12 15:21:08+00:00,Twitter Web App,4,70,0
"Ab sofort besteht auch die Möglichkeit, online via Paypal und Kreditkarte Geld zu spenden.

Auf einen Blick ➡ https://t.co/DMYzqDfbxl

#BorussiaHilft #FohlenVerantwortung #StandWithUkraine #GemeinsamFürUkraine https://t.co/pvi3PEwGlv",66,2022-03-12 11:00:02+00:00,Twitter Web App,7,233,0
"HEIMSPIEL ⚫⚪🟢

⏱️ 18:30 Uhr
🏟️ Zuhause
⚔️ #BMGBSC
📱 Liveticker: #FohlenApp
📻 @Bitburger #FohlenRadio
📺 @SkySportDE: https://t.co/k22QmlAiZy https://t.co/b1Ctfk6kQ2",155,2022-03-12 07:52:02+00:00,Twitter Web App,9,163,1
"Tony Jantschke mit Kopf, Lászlo Bénes mit Wumms und Raffael macht Raffael-Sachen. 🤩 

Euer Lieblingstor gegen @HerthaBSC? https://t.co/TVJT7m12hs",129,2022-03-11 17:30:00+00:00,Twitter Media Studio,3,145,0
"Die Heimbilanz spricht allerdings für die Borussia 🏟

Alle Infos, Zahlen und Fakten zu #BMGBSC ⤵️",74,2022-03-11 12:32:03+00:00,Twitter for Advertisers,1,97,0
"🎙️ Die neue Folge ""@Unibet_DE #FohlenPodcast"" ist online. Im ""Warm-up"" versorgt euch @HrKapellmeister mit allen Infos und Aussagen zum wichtigen Heimspiel gegen @HerthaBSC. Außerdem beantwortet Knippi eure Zuhörer-Fragen. #BMGBSC

Hört rein! Jetzt überall, wo es Podcasts gibt. https://t.co/E1xq7USy0N",44,2022-03-11 09:56:04+00:00,Twitter Web App,4,301,0
"ℹ Wer Sachspenden abgeben &amp; dafür mit dem PKW bis zur Sammelstelle vor dem FohlenShop (Anfahrt über P11) fahren möchte, kann dies bereits vorab am Freitag zwischen 15 und 18 Uhr sowie am Samstag zwischen 10 und 14 Uhr tun.

Alle Infos ⤵",103,2022-03-11 08:07:22+00:00,Twitter for Advertisers,5,240,0
"Nach dem zuletzt verdienten 3:2-Sieg über Alemannia Aachen, muss Borussias U23 am Samstag beim @bonner_sc ran. 

„Es warten fast ausschließlich Gegner auf Augenhöhe, gegen die wir allesamt bestehen können“ blickt U23-Coach Heiko Vogel auf das Programm der nächsten Zeit. 👇",46,2022-03-10 18:19:21+00:00,Twitter for Advertisers,1,272,0
"🆚 Der Gegner: @HerthaBSC
🧮 Tabellenplatz: 16
📈 Formkurve: N N N
👤 Trainer: Tayfun Korkut
🔢 System: 4-3-3
🔎 Im Fokus: Marc-Oliver Kempf

Mehr Infos zum Gegner ⬇️",90,2022-03-10 15:47:00+00:00,Twitter for Advertisers,2,160,1
📸 Vorbereitung auf #BMGBSC 🔥 https://t.co/QGCMB1VXL8,93,2022-03-10 12:54:17+00:00,Twitter Web App,3,52,0
"Es gibt keine weiteren Fragen mehr, damit ist die Pressekonferenz vor #BMGBSC beendet. Hier könnt ihr sie euch noch einmal komplett anschauen 👇
https://t.co/ccVX6cNCmn",21,2022-03-10 11:51:10+00:00,Twitter Web App,2,167,0
"Peintinger: Wir waren in Stuttgart oftmals zu inaktiv und haben nicht mit aller Macht versucht, die Gegentore zu verhindern. Dieser Verantwortung muss sich jeder Spieler stellen. #BMGBSC",26,2022-03-10 11:50:06+00:00,Twitter Web App,2,186,1
Virkus: Jeder kann die Tabelle lesen. Die Situation ist kompliziert. Was hilft am besten? Drei Punkte gegen Berlin! Das ist unsere Aufgabe. #BMGBSC,26,2022-03-10 11:47:42+00:00,Twitter Web App,1,147,1
"Virkus: Ich habe in dieser Woche ein sehr fokussiertes Trainerteam und eine ebenso fokussierte Mannschaft gesehen, die sich konzentriert auf die kommende Aufgabe vorbereitet hat. #BMGBSC",19,2022-03-10 11:46:49+00:00,Twitter Web App,1,186,1
"Virkus: Chris Kramer hat nach dem Spiel in Stuttgart emotionale Worte gewählt, weil er nach der Niederlage angefasst war. Wir haben mit ihm darüber gesprochen, dass er seine Kritik nächstes Mal intern und nicht öffentlich äußert. Damit ist das Thema abgehakt.  #BMGBSC",35,2022-03-10 11:44:47+00:00,Twitter Web App,0,268,1
"Virkus: Natürlich gibt es in der Mannschaft Gruppen, aber das ist ganz normal. Doch diese Gruppen arbeiten bei uns nicht gegeneinander - das ist wichtig. #BMGBSC",20,2022-03-10 11:43:54+00:00,Twitter Web App,1,161,1
"Peintinger: Ich erkenne in meiner Mannschaft keine Gruppenbildung, daher sehe ich mich nicht veranlasst, etwas dagegen zu tun. #BMGBSC",13,2022-03-10 11:42:29+00:00,Twitter Web App,1,134,1
"Virkus: Wir waren in dieser Saison personell fast nie stabil. Wenn immer wieder wichtige Spieler ausfallen, ist es in so einer Situation nicht einfach. #BMGBSC",13,2022-03-10 11:41:29+00:00,Twitter Web App,0,159,1
"Virkus: Ich bin kein Freund von Strafen, denn diese rufen Angst hervor, und die können wir in der aktuellen Lage nicht gebrauchen. Es geht am Samstag darum, unsere Qualitäten abzurufen. Die Jungs hatten Wellentäler, sind aber immer wieder da rausgekommen. #BMGBSC",10,2022-03-10 11:41:12+00:00,Twitter Web App,0,263,1
"Virkus: Ich erwarte von der Mannschaft, dass sie das abruft, was sie kann - und das ist eine ganze Menge. #BMGBSC",11,2022-03-10 11:38:56+00:00,Twitter Web App,0,113,1
"Peintinger: Jonas Hofmann hat sich einen Muskelfaserriss zugezogen und wird vorerst ausfallen Stevie Lainer, Marvin Friedrich und Tony Jantschke sind wieder ins Mannschaftstraining eingestiegen. Ob sie auch spielfähig sind, wird sich noch entscheiden. #BMGBSC",15,2022-03-10 11:38:41+00:00,Twitter Web App,0,259,1
"Peintinger: Wir legen den Fokus rein auf die sportliche Arbeit und dem Spiel. Wir haben in dieser Woche versucht, die Lehren aus der zurückliegenden Partie in Stuttgart zu ziehen, um es dann am Samstag gegen @HerthaBSC besser zu machen. #BMGBSC",8,2022-03-10 11:38:13+00:00,Twitter Web App,0,244,1
Peintinger: Ich werde am Samstag das Spiel zusammen mit Armin Reutershahn coachen – ohne externen Zugriff von Adi Hütter.  #BMGBSC,12,2022-03-10 11:36:36+00:00,Twitter Web App,0,130,1
"Peintinger: Adi Hütter und ich sind seit 20 Jahren befreundet und haben in Bern begonnen, gemeinsam zu arbeiten. Wir haben ähnliche Ansichten vom Fußball. Wir wollen hoch anlaufen, pressen und offensiven Fußball spielen. #BMGBSC",11,2022-03-10 11:36:21+00:00,Twitter Web App,0,228,1
Sportdirektor Roland Virkus und Co-Trainer Christian Peintinger sind da und erwarten jetzt die Fragen der anwesenden Medienvertreter. #BMGBSC,12,2022-03-10 11:31:18+00:00,Twitter Web App,0,141,0
"🎙 Die Spieltags-PK vor dem Heimspiel gegen @HerthaBSC mit Roland Virkus und Co-Trainer Christian Peintinger. Los geht's diesmal bereits um 12:30 Uhr. #BMGBSC
📺 Livestream: https://t.co/ccVX6cNCmn
👇 Die wichtigsten Aussagen im Ticker https://t.co/h8ZXhCuGmS",80,2022-03-10 10:36:56+00:00,Twitter Web App,3,256,1
"🏆 Ein Pokal für das Geburtstagskind!

Lasso hat seine Auszeichnung zum #CichonPM-Spieler des Monats Februar erhalten. Nochmals Glückwunsch zur starken Leistung, @alassane_plea! 👏 https://t.co/SImEjEGUWR",244,2022-03-10 09:45:52+00:00,Twitter Web App,3,202,0
"Bon anniversaire, @alassane_plea! 💚
Lass dich feiern an deinem Ehrentag 🎉🎂 https://t.co/oX3IlXnTYU",501,2022-03-10 07:00:00+00:00,Twitter Web App,10,98,0
"🎥 Wie jeden Mittwoch gibt es hier euer Nachrichten Update aus dem BORUSSIA-PARK. Personalupdates, Ticketnews, Borussias Hilfe für die Menschen in der Ukraine und vieles mehr erfahrt ihr in ""FohlenTV - Die News"" 👇",54,2022-03-09 18:43:17+00:00,Twitter for Advertisers,5,212,0
"Der freie Vorverkauf läuft! 🎟 

Noch 3️⃣ Tage zum so wichtigen Heimspiel gegen @HerthaBSC - ihr werdet gebraucht! ✊ 

Ticket sichern ➡ https://t.co/rLTsmz7x5h https://t.co/Zwysmu42Zq",64,2022-03-09 17:00:00+00:00,Twitter Media Studio,5,182,0
📲 Heute gibt's ein paar Wallpaper vom Birthday Boy @kbennetts_11 🥳 #wallpaperwednesday https://t.co/YlTSV1epzZ,93,2022-03-09 16:08:36+00:00,Twitter Web App,7,110,0
"🗣 „Sehe einige Spieler mit den Fähigkeiten, Profi zu werden.“

Mirko #Sandmöller ist neuer Leiter des Nachwuchs-Leistungszentrums. Im Interview spricht er über seine Ziele &amp; die Herausforderungen für den Nachwuchs.

Das komplette Interview gibt's hier ➡ https://t.co/niaqBglRRZ https://t.co/eWZaHL4Gwq",42,2022-03-09 15:28:48+00:00,Twitter Media Studio,1,305,0
